hero_kr,epithet_kr,faction,attr,key,skill_kr,tooltip_kr,mana,cooldown,learn_level,origin,namu_title
탈론,캐릭터 모델 첨부 부탁드립니다.,센티널,힘,D,고대의 야수 소환,"고대 코끼리, 고대 검은 곰, 고대 갈까마귀 중 1기의 야수를 소환합니다. 야수는 탈론의 레벨에 따라 같이 성장하며, 다른 야수 소환시 기존 야수는 사라집니다. 야수끼리는 체력 및 목숨을 공유 Q - 고대 코끼리 소환 강한 공격력과 공격 속도를 가진 고대 코끼리를 소환합니다. 보유 기술 : 야수 본능, 블링크, 강타 W - 고대 검은 곰 소환 체력과 체력 회복률이 높고 건물 철거 능력이 뛰어난 고대 검은 곰을 소환합니다. 보유 기술 : 보호 본능, 블링크, 슬램 E - 고대 갈까마귀 소환 공중 유닛이며 긴 사정거리를 가진 고대 갈까마귀를 소환합니다. 보유 기술 : 사정거리 증가, 마법 흡수, 날리기 야수 공통 특성 패시브 - 리지스턴트 스킨 적군의 마법이 지속되는 시간을 줄여주고 특정 마법에 대한 면역을 제공합니다. 패시브 - 불사의 야수 고대의 야수는 불사의 능력을 지니며, 부활하는데 35초의 시간이 필요합니다.",10,7,1,,탈론/카오스(워크래프트 3/유즈맵)
탈론,캐릭터 모델 첨부 부탁드립니다.,센티널,힘,V,고대의 영혼,18초간 고대 야수의 영혼을 뽑아내 함께 싸우게 합니다. 야수들은 탈론 주위를 맴돌며 자동으로 적을 공격합니다. 사용시 영혼 조종이 활성화됨 C - 영혼 조종 고대 야수의 영혼들에게 명령을 내려 1.7초간 적 하나를 집중 공격하도록 합니다. 재사용 대기시간 8초,150,6,,,탈론/카오스(워크래프트 3/유즈맵)
티란데,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,C,정찰 올빼미,"아울 스카우트를 소환합니다. 오직 1기만 소환 가능 아울 스카우트 스펙은 아래 참조 아울 스카우트 이동 속도 270 / 350 / 400, 시야 800 / 1100 / 1400, 지속시간 45초 패시브 - 트루 싸이트 900 범위내 투명 유닛들을 보이게 합니다. 패시브 - 리지스턴트 스킨 적군의 마법이 지속되는 시간을 줄여주고 특정 마법에 대한 면역을 제공합니다.",50,30,1 / 3 / 5,원전은 티란데 위스퍼윈드이다.,티란데/카오스(워크래프트 3/유즈맵)
티란데,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,D,냉기 화살,"매 공격마다 50 / 80 / 110 / 140의 추가 피해를 입히며, 3초간 적 유닛의 이동 속도를 15% / 20% / 25% / 30% 감소시킵니다. 오브 기반 마법 면역 무시",5 / 7 / 9 / 11,-,2 / 5 / 8 / 11,원전은 티란데 위스퍼윈드이다.,티란데/카오스(워크래프트 3/유즈맵)
티란데,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,T,달의 가호,15초간 자신과 주변 아군 영웅의 방어력을 2 / 3 / 4 증가시키고 마법 피해를 15% / 20% / 25% 감소시킵니다. 또한 지속시간동안 자신이 피해를 입을 경우 1회에 한하여 3초간 무적 상태가 되며 300의 체력을 회복합니다.,100 / 110 / 120,40,1 / 5 / 9,원전은 티란데 위스퍼윈드이다.,티란데/카오스(워크래프트 3/유즈맵)
티란데,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,F,별의 폭포,"950 범위내 적 유닛과 건물에 유성을 떨어뜨려 유성 1기당 120 / 150의 피해를 입히는 영혼의 올빼미를 소환합니다. 마법 면역 무시 영혼의 올빼미 스펙은 아래 참조 영혼의 올빼미 체력 1000 / 1500, 체력 회복 +30, 방어력 10 / 15(대형), 공중 및 기계 타입, 시야 1000, 지속시간 12초",200 / 250,150,6 / 12,원전은 티란데 위스퍼윈드이다.,티란데/카오스(워크래프트 3/유즈맵)
파르테논,미노타우르스 킹,센티널,힘,T,발구르기,"일직선 상에 있는 적 유닛에게 100 / 200 / 300의 데미지를 입히고, 1.25 / 1.5 / 1.75초 동안 기절시킵니다.[1]",90 / 110 / 130,9,1 / 3 / 5,,파르테논/카오스(워크래프트 3/유즈맵)
파르테논,미노타우르스 킹,센티널,힘,E,분쇄,"사용마다 강력한 힘을 토템에 깃들게 하여 다음 공격시 적 지상 유닛과 건물에게 50 / 100 / 150의 피해를 입히고, 2초간 이동속도 15 / 20 / 25% 감소시킵니다. 최대 5회 충전할 수 있습니다. 마법 면역 무시",20 / 25 / 30,3,1 / 3 / 5,,파르테논/카오스(워크래프트 3/유즈맵)
파르테논,미노타우르스 킹,센티널,힘,R,야수의 육체,"습득시 영구적으로 마법 방어력이 3 / 6 / 9%[2], 방어력이 4 / 6 / 8 증가합니다.",-,1 / 3 / 5,,,파르테논/카오스(워크래프트 3/유즈맵)
파르테논,미노타우르스 킹,센티널,힘,W,미노타우르스 토템,"미노타우르스 토템을 소환하여 적 유닛에게 즉시 400 / 600의 피해를 입히고, 4초간 적 유닛의 이동속도와 공격속도를 50% 감소시킵니다. 또한 토템은 10초간 주위 적에게 초당 50 / 100의 피해를 지속적으로 입힙니다. 마법 면역 무시 토템 스펙은 아래 참조 미노타우르스 토템 체력 700 / 1000, 방어력 5, 워드 타입, 지속시간 10초",150 / 200,155 / 150,6 / 12,,파르테논/카오스(워크래프트 3/유즈맵)
페르다,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,R,교화,"500 범위내 지역에 적 소환물이나 중립 크립이 있을 경우 자신의 소유로 만들고, 없을 경우 최대 4 / 6 / 8레벨의 크립들을 소환합니다. 크립은 체력 회복 속도가 3 증가된 상태로 소환되며, 각 크립의 레벨의 합이 10까지만 소유할 수 있습니다. 지속시간 40초 크립은 강화를 습득하지 않았을시 체력 250 증가, 이동 속도 60 증가 아이템 및 궁극기급 소환물에게 사용 불가",75,25,1 / 5 / 10,,페르다
페르다,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,패시브,강화,"교화로 소유한 유닛이나 소환한 크립들의 체력이 300 / 400 / 500 증가하며, 공격력이 0 / 20 / 30만큼, 방어력이 5 / 5 / 8만큼, 공격 속도가 0% / 0% / 35%만큼, 이동 속도가 75 / 90 / 120만큼 증가합니다. 적 소환물이나 중립 크립의 소유권을 가져왔을 경우 1레벨만 적용",-,3 / 7 / 11,,,페르다
페르다,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,E,희생,"크립이나 소환물을 즉시 파괴해 100 + 대상 레벨 X 5 / 15 / 25의 피해를 입히고 피해량의 절반만큼 아군의 체력을 회복시킵니다. 적 소환물, 중립 크립, 구울과 보이드 워커에게 사용 가능 적 소환물, 중립 크립, 구울과 보이드 워커에게 사용시 경험치 및 골드 획득 불가 아이템 및 궁극기급 소환물에게 사용 불가 자신의 소환물일 경우 피해량 1.5배 건물 및 기계에는 65%의 피해를 입힘 마법 면역 무시",50 / 70 / 90,5,1 / 3 / 5,,페르다
페르다,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,W,고립,"10초간 해당 지역에 체력 55 / 80의 나무를 소환해 적을 가두고 숲의 파수꾼 4기를 소환해 공격합니다. 숲의 파수꾼 스펙은 아래 참조 숲의 파수꾼 체력 500 / 800, 공격력 80 - 100 / 130 - 150(마법), 사정거리 450, 방어력 8 / 10(대형), 공격 속도 1.0, 지속시간 20초",150 / 200,120,6 / 12,,페르다
퓨리온,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,E,엔탱글링 루츠,"적에게 사용시 즉시 지능 1당 1.5의 피해를 입히며, 2 / 3 / 4초간 나무 뿌리로 묶어 공격과 이동을 할 수 없게 만들고, 초당 50 / 70 / 90의 피해를 입힙니다. 아군에게 사용시 4초간 초당 35 / 55 / 75의 체력을 회복시키며 방어력을 3 / 5 / 7 증가시킵니다. 묶기는 디스펠 가능, 체력 회복은 디스펠 불가능",75 / 100 / 125,9,1 / 3 / 5,원전은 말퓨리온 스톰레이지이다.,퓨리온/카오스(워크래프트 3/유즈맵)
퓨리온,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,F,포스 오브 네이처,"해당 지역 나무에 생명을 불어넣어 트렌트 2 / 3 / 4기를 소환합니다. 4레벨일 경우 대장 트렌트 2기를 소환합니다. 트렌트 및 대장 트렌트 스펙은 아래 참조 트렌트 체력 500, 체력 회복 +1, 공격력 15 - 15(공성), 사정거리 근접, 방어력 5(대형), 공격 속도 0.x, 이동 속도 300이상, 지속시간 50초 패시브 - 뿌리 강타 매 공격마다 50% 확률로 적 유닛에게 25의 마법 피해를 입힘 대장 트렌트 체력 800, 체력 회복 +1, 공격력 24 - 24(공성), 사정거리 근접, 방어력 3(대형), 공격 속도 0.x, 이동 속도 300이상, 지속시간 50초 공중 유닛 공격 불가능 패시브 - 뿌리 강타 매 공격마다 50% 확률로 적 유닛에게 45의 마법 피해를 입힘 패시브 - 슬로우 포이즌 5초간 초당 20의 피해를 입히고. 공격 속도를 20%, 이동 속도를 15% 감소시킵니다.",90 / 110 / 130 / 150,17 / 19 / 21 / 23,2 / 4 / 6 / 8,원전은 말퓨리온 스톰레이지이다.,퓨리온/카오스(워크래프트 3/유즈맵)
퓨리온,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,B,빛의 이동,최대 400 / 550 / 700 거리만큼 순간이동합니다. 미사일 형태의 기술 흡수 가능 탐험되지 않은 지역으로 이동 불가,40 / 50 / 60,8,1 / 3 / 5,원전은 말퓨리온 스톰레이지이다.,퓨리온/카오스(워크래프트 3/유즈맵)
퓨리온,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,T,강화 트랜퀼리티,"25초간 800 범위내 아군 유닛의 체력을 초당 50 / 75 회복하며, 적에게는 초당 45 / 65의 피해를 입히는 비를 내립니다. 기계 유닛은 회복량 50%",200 / 250,165 / 150,6 / 12,원전은 말퓨리온 스톰레이지이다.,퓨리온/카오스(워크래프트 3/유즈맵)
프로드,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,T,메테오,"적에게 운석을 떨어뜨려 110 / 220 / 330의 피해를 입히고, 1.5초간 기절시킵니다.",80 / 100 / 120,9,1 / 3 / 5,,프로드
프로드,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,F,화염 폭풍,범위내 모든 적 유닛과 건물에 0.5 / 0.4 / 0.35초마다 25 / 30 / 35의 피해를 12 / 16 / 20회 입힙니다. 피해를 입은 적은 8초간 초당 4 / 8 / 12의 추가 피해를 입습니다. 건물에는 40% / 45% / 50%의 피해를 입힘 채널링 기술,85 / 100 / 115,9,1 / 3 / 5,,프로드
프로드,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,패시브,리퀴드 파이어,10초간 초당 15 / 25 / 35의 피해를 입히는 불타는 액체를 던집니다. 건물에게도 피해를 입힘,-,1 / 3 / 5,,,프로드
프로드,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,W,파워 메테오,강력한 운석을 떨어뜨려 450 범위내 모든 적 유닛과 건물에 500 / 700의 피해를 입히며 생명체들을 2 / 2.2초간 기절시킵니다. 나무 파괴 가능 마법 면역 무시,150 / 200,165,6 / 12,,프로드
플루토,악몽의 탐식자,스콜지,지능,D,몽마의 탐식,"적 유닛의 이동속도를 1.5초간 50% 감소시키고, 120 / 240 / 360의 피해를 입힌 후 피해량만큼 자신의 체력을 회복합니다.",60 / 70 / 80,9,1 / 4 / 7,,플루토(카오스)
플루토,악몽의 탐식자,스콜지,지능,E,악몽의 손,해당 지역에 악몽의 손을 소환합니다. 악몽의 손은 1초후 폭발하며 400 범위의 적 유닛들을 1 / 1.5 / 2초간 공포상태로 만들고 100 / 200 / 300의 피해를 입힙니다.,70 / 80 / 90,13,1 / 4 / 7,,플루토(카오스)
플루토,악몽의 탐식자,스콜지,지능,T,배회의 꿈,대상 유닛[1]을 피격 위치에 속박합니다. 대상은 3초후 속박된 위치로 돌아오며 적 유닛의 경우 100 / 150 / 200의 피해를 입고 1 / 1.5 / 2초간 기절합니다. 아군 대상으로 시전시 투사체 없이 즉시 적용 본인에게는 사용 불가,60 / 80 / 100,15,1 / 4 / 7,,플루토(카오스)
플루토,악몽의 탐식자,스콜지,지능,W,악령의 고리,"10초간 자신을 중심으로 1000 범위내의 아군 영웅이 받는 피해를 40% / 55% 감소시키고, 감소된 피해의 70% / 50%를 자신이 대신 입습니다. 이 피해는 자신의 체력이 40% 미만일 때는 들어오지 않습니다. 또한 지속시간 동안 자신의 체력이 초당 85 / 105씩 회복됩니다.",150 / 200,135 / 120,6 / 12,,플루토(카오스)
